,Unnamed: 0,评论者主页,评论者昵称,评论者性别,评论者所在地,评论者微博数,评论者关注数,评论者粉丝数,评论内容,评论获赞数,评论发布时间,senta_sentiments
135,135,https://weibo.cn//u/6214399387,不朽小霸王,男,其他,4,82,3,回复@东方今报:这个警察吃屎的吗，为什么一定要曝光才能得到合理的裁决,12,2020-08-26 15:13 ,negative
136,136,https://weibo.cn//u/5335914718,我心飞翔8174,男,河北,400,105,75,社会的不公,0,2020-08-26 15:13 ,negative
137,137,https://weibo.cn//u/7069408140,孜孜儿飞,女,其他,15,29,2,难以理解，你们把中华美德都败光了,0,2020-08-26 15:13 ,negative
138,138,https://weibo.cn//u/5334876723,栗鸭鸭,女,黑龙江,3314,230,3136,吐了,0,2020-08-26 15:13 ,negative
139,139,https://weibo.cn//u/2322852900,老吴复盘,男,江苏,14202,87,6741,好人没好报，坏人长寿无比。猥亵不是强奸法律不会同情做好事的人，花钱买教训吧     举报             赞[0]         回复             今天 15:13 来自网页,0,2020-08-26 15:13 ,negative
140,140,https://weibo.cn//u/3234859112,熊是很懒的,男,四川,190,97,91,@人民日报,0,2020-08-26 15:13 ,negative
141,141,https://weibo.cn//gintamanice,Alin-relax,女,贵州,338,84,49,这种情况完全可以是紧急避险啊，为了防止流氓逃跑，应该引起社会关注，大大说要让人民在每一个案件里感受到公平正义,0,2020-08-26 15:13 ,positive
142,142,https://weibo.cn//u/1749051757,叶诗雅,女,广东,159,26,205,气死了！这个社会到底怎么了,0,2020-08-26 15:13 ,negative
143,143,https://weibo.cn//u/2144632660,先秦之始秦末之初,女,天津,354,113,106,回复 ,0,2020-08-26 15:13 ,positive
144,144,https://weibo.cn//u/5462388023,一快跑一,男,其他,8,71,127,敢在公众场所，又不怕监控的人，不是脑子有水，就是上有人！你们觉得是哪种？,0,2020-08-26 15:13 ,negative
145,145,https://weibo.cn//u/5235384871,兔子耶ovo,女,其他,215,238,246,为什么上不了热搜,0,2020-08-26 15:13 ,negative
146,146,https://weibo.cn//u/6291721988,人嘛最重要的是开心快乐,男,其他,1032,794,10,回复@Planet416:你这老是把真相说出来干嘛,1,2020-08-26 15:13 ,negative
147,147,https://weibo.cn//u/7114058781,hellolee0929,男,辽宁,160,30,1,当有一天，见义勇为不再是男孩心里正确的信条，那还有谁温暖社会的冰冷？那些年来，我们见惯新闻报道里的总总冷漠，现在我们知道，如果不冷漠，受伤的其实是自己。但这样，真的对么？,0,2020-08-26 15:13 ,negative
148,148,https://weibo.cn//u/7481220258,宋卓songzhuo,女,福建,175,143,10,应该发奖励，鼓励见义勇为。,0,2020-08-26 15:12 ,positive
149,149,https://weibo.cn//u/5313382013,为了M和angel,女,海外,1899,213,298,这叫什么事？什么世道？大家以后谁还敢见义勇为？,0,2020-08-26 15:12 ,negative
150,150,https://weibo.cn//u/5162591726,黄金龙928,男,江苏,691,51,210,气死了！谁还敢见义勇为！,0,2020-08-26 15:12 ,negative
151,151,https://weibo.cn//u/1966163517,朝阳张新成,男,浙江,362,355,58,警匪一窝,0,2020-08-26 15:12 ,negative
152,152,https://weibo.cn//u/1001115304,心心恋熙,女,其他,771,101,75,这样猥琐的人都不管，以后还有人见义勇为的吗？女生还能出门吗？真是心里害怕。。。不希望中国成为印度那样的国家，必须支持正义的男孩。,0,2020-08-26 15:12 ,negative
153,153,https://weibo.cn//u/6058544641,重藻生荇,男,广西,318,294,106,哪有什么黑白，全tm是黑的，黑了才能吃黑，大家一块都别做人了，炸吧,0,2020-08-26 15:12 ,negative
154,154,https://weibo.cn//u/2181139251,CreamOreoPiglet,女,四川,1931,344,200,日常致郁,0,2020-08-26 15:12 ,negative
155,155,https://weibo.cn//u/3186050393,1234a在江湖,女,北京,465,418,629,猥琐男有后台背景吧？怎么不公布垃圾男的身份？,0,2020-08-26 15:12 ,negative
156,156,https://weibo.cn//u/6291721988,人嘛最重要的是开心快乐,男,其他,1032,794,10,，没钱别扶老奶奶，别去做好人，好人难做,0,2020-08-26 15:12 ,negative
157,157,https://weibo.cn//u/3934881061,建设路钢铁直女,女,湖南,52,206,361,难怪警匪片里卧底会假戏真做，就这做法对得起那些为正义牺牲的JC吗？,0,2020-08-26 15:12 ,negative
158,158,https://weibo.cn//u/1018416871,颖嫣畅,女,江苏,1194,284,5650,这种见义勇为的事，凭什么处罚他！,0,2020-08-26 15:12 ,negative
159,159,https://weibo.cn//u/3050252313,IWANTTOSTUDYNOW,女,福建,176,707,1156,回复@会吹泡泡的棒棒糖:👮♀️要走的时候我说“都不调解一下吗”结果回我说“这样我们怎么调解，要是想起诉他我们可以给你他的资料”原来我报警只是为了让他们来让我签个名？重点是最后色狼的资料也没给我,2,2020-08-26 15:12 ,negative
160,160,https://weibo.cn//u/6599415134,宁为尘世一粒沙,女,山东,7,10,17,回复@陈阿信的实力吹:以后遇到坏人不要这么胆小，事后只能留下后悔。我初中时碰到露阴癖就敢在大街上骂他，后来他就灰溜溜的走了。这种猥琐男胆小的很，不然也不会变态，你强硬点他就怕了。前几年有一次公交上遇到个一直往身上蹭的，我狠狠踩了他两脚，可是回家后我老公还说我，为什么不喊，他觉得我应该喊不应该自己动手。,0,2020-08-26 15:12 ,negative
161,161,https://weibo.cn//u/7458107869,陈妹妹要阳光,男,其他,14,52,1,真是无语！太气人了,0,2020-08-26 15:12 ,negative
162,162,https://weibo.cn//u/1583203637,艾尔迪菈,男,上海,14,138,0,这就算故意伤害了？,0,2020-08-26 15:12 ,negative
163,163,https://weibo.cn//u/5656709575,高考加油啊666,男,其他,1,38,1,有毛病,0,2020-08-26 15:11 ,negative
164,164,https://weibo.cn//u/3981045104,ynzh篱下,女,其他,2336,161,1314,这以后，到底正义是站在哪里。是怎么判定他有罪，为什么不查一查20万张口就来不是敲诈吗？,0,2020-08-26 15:11 ,negative
165,165,https://weibo.cn//u/6511157767,曦熙是小老太太,女,重庆,279,9,4,回复@IWANTTOSTUDYNOW:真的没用，只能说女孩子们在外面要注意，警察总有好人，只是越来越少了而已，我曾经冬天晚上八点在车站外，被人袭胸，我骂他神经病，他竟然又要返回来摸我，然后打起来了，我一个女的打两个男的,0,2020-08-26 15:11 ,negative
166,166,https://weibo.cn//u/3011823222,w呃逆撇酉w,女,甘肃,609,598,191,蜜汁操作,0,2020-08-26 15:11 ,negative
167,167,https://weibo.cn//u/2286706377,為卿畫眉,男,湖北,51,143,139,回复@什牸簬釦:同意，,2,2020-08-26 15:11 ,negative
168,168,https://weibo.cn//u/3022508081,唐贝妮Ester,女,海外,155,56,138,回复@秋炒栗子:别老猥亵猥亵的，我们不管好不好,8,2020-08-26 15:11 ,negative
169,169,https://weibo.cn//u/6305391471,星野织桃·,女,浙江,309,186,1698,这以后谁还敢救人…,0,2020-08-26 15:11 ,negative
170,170,https://weibo.cn//u/2383772454,大木分,男,河南,450,4,43,小偷进超市还获得6万赔偿金呢，见怪不怪，以后都绕着走吧，都是爷,0,2020-08-26 15:11 ,negative
171,171,https://weibo.cn//u/2734813725,未转正少先队员,男,北京,555,602,147,保护好流氓     举报             赞[0]         回复             今天 15:11 来自网页,0,2020-08-26 15:11 ,negative
172,172,https://weibo.cn//u/6793303245,清水橘子皮,男,甘肃,409,202,34,这警局内部绝对有烂的地方，要严查！,0,2020-08-26 15:10 ,negative
173,173,https://weibo.cn//u/2761302335,地主家也没有余粮啦喂,女,浙江,1782,955,675,做出这种决定的人你真的是不怕死啊！！！！！！！！！！！！！！！！,1,2020-08-26 15:10 ,negative
174,174,https://weibo.cn//u/5121039923,摩卡其苏北北,女,安徽,388,129,19,回复@尖灬果儿:哎，不要脸至极,3,2020-08-26 15:10 ,negative
175,175,https://weibo.cn//u/6120575421,锂电池x_x,男,其他,389,508,35,回复@锂电池x_x:做个人吧啊,0,2020-08-26 15:10 ,negative
176,176,https://weibo.cn//u/1284015712,AnnAnnAnn安子,女,广东,1738,75,345,什么人啊，是非不分,0,2020-08-26 15:10 ,negative
177,177,https://weibo.cn//u/1959200815,要起飞的芦苇BIU,男,湖南,1110,94,156,迷惑新闻     举报             赞[0]         回复             今天 15:10 来自网页,0,2020-08-26 15:10 ,negative
178,178,https://weibo.cn//u/5506040181,bj111bj,女,其他,625,46,28,求公平公正处理,0,2020-08-26 15:10 ,negative
179,179,https://weibo.cn//u/6899595155,Oo沐离oO,男,山西,161,148,161,我觉得这种人应该要重判不然都不会害怕,0,2020-08-26 15:10 ,negative
180,180,https://weibo.cn//u/5385852105,谭鑫之e,男,江苏,2165,72,351,这专业水准，惹得全网生气；想红，你达到目的了。,0,2020-08-26 15:10 ,negative
181,181,https://weibo.cn//u/7455734730,G点满身,男,其他,141,124,21,回复@ZsHAn-0:你们都往深处想，为什么这么对待挺身而出者？,3,2020-08-26 15:10 ,negative
182,182,https://weibo.cn//u/6120575421,锂电池x_x,男,其他,389,508,35,中国🐮🍻,1,2020-08-26 15:10 ,negative
183,183,https://weibo.cn//ccyimo,污力萌爷,男,山东,1074,2464,21138,回复@ZsHAn-0:可见这个公安局多么黑暗，蠢猪一般的领导。,4,2020-08-26 15:09 ,negative
184,184,https://weibo.cn//u/5518952344,丶End丶丶丶丶丶,男,其他,35,11,23,还有法律吗？还有王法吗？,1,2020-08-26 15:09 ,negative
185,185,https://weibo.cn//u/3893258438,桃柚叮,女,其他,195,209,57, ,0,2020-08-26 15:09 ,positive
186,186,https://weibo.cn//u/2863006870,Smnnnnnnnn,女,海外,274,316,236,法律原来都是来保护坏人的,1,2020-08-26 15:09 ,negative
187,187,https://weibo.cn//u/2886102643,我是歪脖,女,北京,286,37,118,同样得经历！二十年前。我妈跟一个无赖起了口角，一个路人看不下去，帮我妈训斥了那个女的，由于轻拍了该女子的脸，女子反手打了男路人一巴掌，男路人踹了该女子一脚，由于最后一直找不到路人，二十年后，警察判我妈故意伤害，要求我们赔偿五十六万，还说不赔偿就判四年实刑，我不想让妈妈受苦，妥协了,0,2020-08-26 15:09 ,negative
188,188,https://weibo.cn//u/5263651616,拣尽寒枝寂冷洲,女,山东,3283,993,665,回复@sakura么么扎:这盛世，如你所愿,5,2020-08-26 15:09 ,positive
189,189,https://weibo.cn//u/5933670612,百色反邪,男,广西,9717,39,2605,【,0,2020-08-26 15:09 ,positive
190,190,https://weibo.cn//u/5533446028,小巫仙姐姐,女,广西,66,31,11,上热搜！坏人变老了！警察不管了,0,2020-08-26 15:09 ,negative
191,191,https://weibo.cn//u/6353096703,翼_Sola,男,广东,221,224,114,赔偿个屁。要求当地政府表彰此同学见义勇为！     举报             赞[0]         回复             今天 15:09 来自网页,0,2020-08-26 15:09 ,negative
192,192,https://weibo.cn//u/6527204905,怜司同学,女,其他,27,72,20,情侣的话应该不算见义勇为吧？,0,2020-08-26 15:09 ,negative
193,193,https://weibo.cn//u/5694724584,高丹VB,男,湖南,6,45,2,有没有高校可以特招这种勇敢学生？,0,2020-08-26 15:08 ,positive
194,194,https://weibo.cn//u/3607478257,Dah-Killah,女,湖北,60,160,176,回复@陈阿信的实力吹:以后再遇到这样的事情千万要当场发声！,0,2020-08-26 15:08 ,negative
195,195,https://weibo.cn//u/6677212303,19楼上有风,男,广东,0,331,22,可不可以状告派出所？影响了高考，可能毁了年青人一生。,0,2020-08-26 15:08 ,negative
196,196,https://weibo.cn//eisson,老孔雀的马甲,男,浙江,18696,129,3136,永州公安做了个不好的榜样性执法,0,2020-08-26 15:08 ,negative
197,197,https://weibo.cn//u/6582183219,然然的小馒头,男,广西,25,60,47,？？？？？？？？？？！！！！！我真的无语？？？！！！！！！！？？？！！！,0,2020-08-26 15:08 ,negative
198,198,https://weibo.cn//u/2175056285,逸云谷,男,广东,882,80,114,想起了“扶不起”的某案，这单应该叫见义勇为“勇不起”。,0,2020-08-26 15:08 ,negative
199,199,https://weibo.cn//u/7455734730,G点满身,男,其他,141,124,21,必须这样，居然敢反抗？必须打掉热血,0,2020-08-26 15:08 ,negative
200,200,https://weibo.cn//u/2645112514,怡静就爱喝茶,女,浙江,244,70,150,这应该算见义勇为！,0,2020-08-26 15:08 ,positive
201,201,https://weibo.cn//u/1739563422,雪团耶,女,河北,4114,702,327,？？？？？？？好人心寒了,0,2020-08-26 15:08 ,negative
202,202,https://weibo.cn//u/6511157767,曦熙是小老太太,女,重庆,279,9,4,回复@叒木瑞拉:真的很难这种碰触式猥亵，我真的觉得打变态一顿最好，可是打了他自己还要遭，报警吧大概率不管，或者关几天而已，哎几乎把大多数女性都遇到过这种事，要么事发地没有监控，路过碰一下说不清，要么人多的时候也不知道是被谁碰的，这些没妈的死变态这样碰一下不知道爽什么！,2,2020-08-26 15:08 ,negative
203,203,https://weibo.cn//u/3536817067,qiqi是大王,女,北京,1047,204,188,回复@菠萝蜜菠萝包菠萝汉堡包:咱俩好像，我也是受损方，结果对方说我拽住她的时候把她胳膊弄红了，警察跟我说也不是什么大事，让我给500，我不给还说要把我抓到拘留所，没收手机,0,2020-08-26 15:08 ,negative
204,204,https://weibo.cn//609972260,其实我也想减肥ZFGQD,男,其他,43,98,395,发个新闻还打广告,0,2020-08-26 15:08 ,negative
205,205,https://weibo.cn//u/2048338601,Mag_西枫苑,女,上海,15862,690,968,还是影响到男孩子高考了 ,0,2020-08-26 15:07 ,negative
206,206,https://weibo.cn//u/1269695797,wswn,男,其他,363,113,155,现在小偷入室抢劫，你都不敢伤他。,0,2020-08-26 15:07 ,negative
207,207,https://weibo.cn//u/3208499410,沙雕狗太多,男,广东,501,322,105,回复@扎克人柱力:公安是无辜的。所以可以说我巴不得不管你这个事👍🏻 👍🏻 👍🏻👍🏻👍🏻,0,2020-08-26 15:07 ,negative
208,208,https://weibo.cn//u/6311303299,宛如水熊虫,女,其他,10,28,57,回复@秋炒栗子:你们就是司法腐败@永州警事,6,2020-08-26 15:07 ,negative
209,209,https://weibo.cn//u/6991359582,素心de宁静儿,女,山东,64,43,45,不敢说别的，就这样一群不作为的人肯定毁了一个少年的三观,0,2020-08-26 15:07 ,negative
210,210,https://weibo.cn//u/6524718699,丧门星2018,男,辽宁,66,515,156,这是什么世道啊?,0,2020-08-26 15:07 ,negative
211,211,https://weibo.cn//u/5518952344,丶End丶丶丶丶丶,男,其他,35,11,23,真的看不懂,0,2020-08-26 15:07 ,negative
212,212,https://weibo.cn//u/5379832719,汉丨张良,男,河南,198,12,24,刑拘就刑拘，你怕什么？为保护女孩子受伤都无所谓，关几天又有什么？傻子。,0,2020-08-26 15:07 ,negative
213,213,https://weibo.cn//u/5273379972,-绘图小王子,女,河北,264,446,599,什么玩意！,0,2020-08-26 15:07 ,negative
214,214,https://weibo.cn//u/6361473223,绵绵和她的好朋友们,女,江苏,558,286,97,我他妈太难受了，听这爸爸,0,2020-08-26 15:07 ,negative
215,215,https://weibo.cn//OMGLLL,噢买噶啦啦啦,男,浙江,912,408,407,评论里大家都太带有情绪了，从法律角度出发，确实构成故意伤害了，设想下，如果更严重的情况呢，比如男孩把那人踹死了呢，那是否也可以因为见义勇为而不用负法律责任。首先那个人对女孩没有产生人生安全的威胁，就算产生威胁了，进行正当防卫也不能防卫过当，正确的处理方法是报警移交公安,1,2020-08-26 15:07 ,negative
216,216,https://weibo.cn//annalanwer,JulyCyrus,女,内蒙古,128,162,1488,我爸被汽车撞倒手掌粉碎性骨折，肇事司机不管，没办法只能告了，一年后才拿到医药费赔偿2万多。这绊一跤就要20万，太黑了吧。,0,2020-08-26 15:07 ,negative
217,217,https://weibo.cn//u/2692346213,牛油果1203,女,山东,4315,390,104,会不会是猥琐男有人？？,0,2020-08-26 15:07 ,negative
218,218,https://weibo.cn//u/3050252313,IWANTTOSTUDYNOW,女,福建,176,707,1156,回复@GD16310:非常有病 还能以头发看人？那个人有病吧,0,2020-08-26 15:06 ,negative
219,219,https://weibo.cn//u/3655851011,肥宅的崛起,男,其他,244,411,238,回复@秋炒栗子:@人民日报 给点反应,2,2020-08-26 15:06 ,negative
220,220,https://weibo.cn//u/3607478257,Dah-Killah,女,湖北,60,160,176,回复@凌樱在江湖:@央视新闻 @人民日报,0,2020-08-26 15:06 ,positive
221,221,https://weibo.cn//u/2047875871,惹上荷的味道,女,河南,1940,17,353,猥亵者还成有理的了？？？司法的公正何在？？？？？强烈要求公平正义,0,2020-08-26 15:06 ,negative
222,222,https://weibo.cn//u/5694724584,高丹VB,男,湖南,6,45,2,这可能也要申请国家赔偿，因为这是影响到高考发挥，可能影响的是他的前途！,0,2020-08-26 15:06 ,negative
223,223,https://weibo.cn//u/2940594042,椒房殿主,女,甘肃,32,260,289,青春年少，正是形成价值观的重要阶段。当他把学校里老师教的乐于助人，见义勇为付诸于实践时，却被社会狠狠的上了一课！！！去他妈的社会正义！谁来给那个男生正义？？？,0,2020-08-26 15:06 ,negative
224,224,https://weibo.cn//u/1648907987,杀人不眨眼睛干,男,内蒙古,44,48,145,见义勇为？我以后见义永盲,0,2020-08-26 15:06 ,negative
225,225,https://weibo.cn//u/3022508081,唐贝妮Ester,女,海外,155,56,138,回复@赣s嘻稀劈:法制社会下的中国梦,1,2020-08-26 15:06 ,positive
226,226,https://weibo.cn//u/6293427784,一个普通的海洋博士,男,重庆,44,44,111,回复@不要用真名123456:法律的本质只是维护统治者利益的工具 肉食者根本不管小老百姓的死活,1,2020-08-26 15:06 ,negative
227,227,https://weibo.cn//u/2812950882,苏仲墨,男,江苏,186,275,134,法律刚刚颁布让好人不受委屈。,0,2020-08-26 15:06 ,negative
228,228,https://weibo.cn//u/6052358516,别的平台名字也是牧羊狼,男,其他,55,34,12,回复@瞳孔里的阳光-I:为啥这个没上热搜？你以为警察是干啥的！,1,2020-08-26 15:06 ,negative
229,229,https://weibo.cn//u/6746801434,嗨丫头79275,男,其他,2,38,2, ,0,2020-08-26 15:06 ,positive
230,230,https://weibo.cn//u/5398045829,篮球的那四根条,男,河北,504,205,91,回复@尖灬果儿:永州警方最牛逼🐮,16,2020-08-26 15:06 ,positive
231,231,https://weibo.cn//feilaoyang,音容宛在的肥佬,男,其他,23417,1559,32786,不答应赔偿就对了，看市局能不能救出一串枉法分子//,0,2020-08-26 15:06 ,negative
232,232,https://weibo.cn//u/6991359582,素心de宁静儿,女,山东,64,43,45,别怨现在人心冷，实在现实都不作为，以后碰上不公没人帮不用恨别人不帮忙，就恨这些拿钱不做事的,0,2020-08-26 15:05 ,negative
233,233,https://weibo.cn//u/1879326240,孤獨的_木木,男,四川,6,37,300,社会风气就这样被带坏了,0,2020-08-26 15:05 ,negative
234,234,https://weibo.cn//arouk,悄眯眯毫无声息,女,海外,51,260,126,就是家里有人呗,0,2020-08-26 15:05 ,negative
235,235,https://weibo.cn//u/2061665701,我是淑淑女_651,女,新疆,78,57,25,给男孩子发见义勇为的奖项，同时不允许留案底，让社会多点正气吧，这种优秀正义的男孩子，以后会是祖国的栋梁！！至于那个猥琐男，为老不尊，不要脸，就应该关个一两年，好好改造一下！,2,2020-08-26 15:05 ,negative
236,236,https://weibo.cn//u/6159390246,毛毛雨199004,女,浙江,1003,104,73,还有没有道义了,0,2020-08-26 15:05 ,negative
237,237,https://weibo.cn//dh2131,哈里差,男,其他,2,1230,283,中国的警察动不动就拘留，此案件不论刑法如何判决，无论是正当防卫还是故意伤害，都应该取保为主。刑诉法对于取保候审那个条件，全是由公安机关主观判断，说你有社会危险就有社会危险，但不论这个案件是否正当防卫，这男生至少保护了女生，是一个有正义感的人，所以直接拘留一定是违反人们的正义观的！,0,2020-08-26 15:05 ,negative
238,238,https://weibo.cn//u/3791303663,吉娃娃乖乖52,女,北京,13,283,35,这以后谁还敢见义勇为呀！再说了，我就想知道，在现场过程中谁还能控制尺度呢！,0,2020-08-26 15:05 ,negative
239,239,https://weibo.cn//u/6405840014,F月河,女,河南,106,229,137,心碎💔,0,2020-08-26 15:04 ,negative
240,240,https://weibo.cn//u/5379832719,汉丨张良,男,河南,198,12,24,这还雷某某，直接曝光家庭住址，工作单位。所在社区、工作单位直接放大头贴，大字报，公示。猥亵+赖皮+不知廉耻。,0,2020-08-26 15:04 ,negative
241,241,https://weibo.cn//u/1945625273,惜xixi呀,女,四川,2156,175,3135,如果救人还能被判刑，那这个世界就是坏人的天下了,1,2020-08-26 15:04 ,negative
242,242,https://weibo.cn//u/6097533956,夜空中最黑的恒星,男,北京,25,184,17,特色社会主义,0,2020-08-26 15:04 ,positive
243,243,https://weibo.cn//u/5518952344,丶End丶丶丶丶丶,男,其他,35,11,23,回复@Planet416:,0,2020-08-26 15:04 ,positive
244,244,https://weibo.cn//u/3202070660,请先解决我队友,男,上海,173,506,197,就浙？,0,2020-08-26 15:03 ,negative
245,245,https://weibo.cn//u/3977851749,年轻的狗崽柴,男,江苏,242,397,118, 20万那几个黑警不知道有多少提成，给警察队伍抹黑的几个老鼠屎,0,2020-08-26 15:03 ,negative
246,246,https://weibo.cn//u/5642096430,只剩黑暗,女,其他,14,155,20,无语了这年头当好人还要被罚，怪不得那么多人开始“围观”了,0,2020-08-26 15:03 ,negative
247,247,https://weibo.cn//u/2865484084,了不起的斌啊,男,浙江,161,309,172,这也是微博曝光才撤销的,1,2020-08-26 15:03 ,negative
248,248,https://weibo.cn//u/6141784433,装傻子被打,男,四川,9,41,4,人民警察。嗯，真人民。,0,2020-08-26 15:03 ,positive
249,249,https://weibo.cn//u/1720437062,writers393,男,上海,4,30,5,怎么没踹死TMGB的,0,2020-08-26 15:03 ,negative
250,250,https://weibo.cn//airballcapf,Chan-22,男,广东,260,506,382, @湖南永州公安局     举报             赞[0]         回复             今天 15:03 来自网页,0,2020-08-26 15:03 ,negative
251,251,https://weibo.cn//u/5196829135,cy阿成阿成,女,其他,14024,566,124,回复@尖灬果儿:让他赔偿这两家精神损失吧 听说还影响了俩孩子高考,35,2020-08-26 15:02 ,negative
252,252,https://weibo.cn//u/5278389577,尾盗杉,男,其他,409,290,1768,回复@秋炒栗子:恶心，草,4,2020-08-26 15:02 ,negative
253,253,https://weibo.cn//u/3500230363,博云zl--,男,四川,704,65,145,这不见义勇为吗,0,2020-08-26 15:02 ,negative
254,254,https://weibo.cn//u/5466099972,Clown-178,男,广西,301,126,184,回复@欸不吃不吃:能的，必须能。还有法官家里的女性也要这样,12,2020-08-26 15:02 ,negative
255,255,https://weibo.cn//u/2352259841,不如不遇倾城莫,女,其他,1543,325,343,妈的，气死了，你没有做错，孩子做的是正确的，真是寒心,0,2020-08-26 15:01 ,negative
256,256,https://weibo.cn//u/3265957765,沈秋梧,男,浙江,40,205,128,这个世界是没有天理的 尽情的去伤害别人就对了 不然被别人伤害致死🙃,0,2020-08-26 15:01 ,negative
257,257,https://weibo.cn//u/1954138807,王亚红Teresa,女,北京,1216,125,256,前面不交那1万也就不会有后面的20万。第一次交钱的时候就已经在意识里认为自己是不对的了～所以，没事儿别听别人瞎叽歪，一心吃亏是福～先搞清楚怎么在不给罪恶留地步后，再说其他的事儿吧。,0,2020-08-26 15:01 ,negative
258,258,https://weibo.cn//u/6617640349,心中的少年LL,女,北京,14,73,43,这不应该是见义勇为么？应该嘉奖的啊,0,2020-08-26 15:01 ,positive
259,259,https://weibo.cn//u/2058978040,蓬蓬头喜欢阿喵却养了耗子,女,重庆,1331,332,500,痛心疾首,0,2020-08-26 15:01 ,negative
260,260,https://weibo.cn//u/5718663828,恶魔法典有禁令,女,浙江,45,73,34,很难过，希望男生好人有好报，猥琐BT老男人得到严惩，这难道也是一种奢望,0,2020-08-26 15:00 ,negative
261,261,https://weibo.cn//u/2687874254,想出去玩就是想出去玩,女,广东,1258,415,320,？？？？？？？？？？？,0,2020-08-26 15:00 ,negative
262,262,https://weibo.cn//u/3252113621,孤鸟独帆,男,其他,2040,192,703,社会应该有更全面的监督体系，而不能只指望民举官纠的舆论监督,0,2020-08-26 14:59 ,negative
263,263,https://weibo.cn//u/6444859801,秃头的帅气渣男,男,海外,729,512,140,好人在等国得不到好报,0,2020-08-26 14:59 ,negative
264,264,https://weibo.cn//u/3974997014,欧尼哊,女,湖南,2,259,35,这个世界还真是有趣 出手相救反倒成了过错方 有权有势可以只手遮天 何为法,0,2020-08-26 14:59 ,negative
265,265,https://weibo.cn//u/7483767269,用户此生无悔666,男,其他,119,237,2,了解一下吧,0,2020-08-26 14:59 ,positive
266,266,https://weibo.cn//u/6983061053,W纤dope,男,浙江,642,105,35,气愤,0,2020-08-26 14:59 ,negative
267,267,https://weibo.cn//u/2720886593,喬喬_今天也希望能顺利,女,湖南,2100,262,252,被猥亵的女孩不能让那糟老头子赔偿吗？,0,2020-08-26 14:58 ,negative
268,268,https://weibo.cn//u/2813393082,咖左竣,男,其他,53,103,43,供斐,0,2020-08-26 14:58 ,positive
269,269,https://weibo.cn//u/2166292013,花花花花花花lll,女,辽宁,1711,931,1502,18万里17万给派出所吗,0,2020-08-26 14:58 ,negative
270,270,https://weibo.cn//u/6312056763,顺其自然_39286,女,湖北,1,212,99,警察是怎么判的,0,2020-08-26 14:58 ,negative
271,271,https://weibo.cn//u/6753393719,微雪的清晨,男,北京,1674,342,62,回复@lonkonw:在中国好人才是弱势群体。,0,2020-08-26 14:58 ,positive
272,272,https://weibo.cn//u/2379712271,貓頭鷹的雙眼,女,山东,384,259,233,所以，现在的公安部门是真的为民请命，还是睁眼瞎呢？,0,2020-08-26 14:58 ,negative
273,273,https://weibo.cn//u/1671367360,MR穿山乙,男,江苏,726,572,323,这个猥亵少女的雷某怎么没处理呢？？,0,2020-08-26 14:58 ,negative
274,274,https://weibo.cn//u/5514924803,外孙黄娟幼妇,男,浙江,5,512,70,唉😔 柳氏尝云，永州之野有异蛇…… 古今同也。,0,2020-08-26 14:58 ,positive
275,275,https://weibo.cn//u/5990654250,在下是你的小肋骨,女,其他,334,107,34,回复@凌樱在江湖:@央视新闻,0,2020-08-26 14:58 ,positive
276,276,https://weibo.cn//u/3279546995,你觉得你觉得的就是你觉得的嘛,男,山西,124,174,125, 你怎么看？,0,2020-08-26 14:58 ,negative
277,277,https://weibo.cn//5fingerprints,野火之魂,男,广东,2243,328,364,不可否认，党校的退休教授并非全错,0,2020-08-26 14:57 ,positive
278,278,https://weibo.cn//u/5510540004,83line233,女,湖北,15,62,39,回复@我是呆头呀:点不了你的赞，点一次吞一次,0,2020-08-26 14:57 ,negative
279,279,https://weibo.cn//u/6484022347,不想说话的伏先生,男,四川,9,24,1,我以后看到我还是要阻止 哼哼,0,2020-08-26 14:57 ,negative
280,280,https://weibo.cn//u/1634349091,L廖思璐,男,湖北,276,292,307,法律在教我们不要当好人哦,0,2020-08-26 14:57 ,negative
281,281,https://weibo.cn//u/1889487782,咖啡因空间,女,上海,1143,87,181,关键是两处粉碎性骨折？当天还能去警察局调解？没人发现？过了好几天发现了就赖上小伙了，警察局居然也相信了,0,2020-08-26 14:57 ,negative
282,282,https://weibo.cn//u/2166292013,花花花花花花lll,女,辽宁,1711,931,1502,卧槽？？？？？？？？,0,2020-08-26 14:57 ,negative
283,283,https://weibo.cn//u/1671367360,MR穿山乙,男,江苏,726,572,323,以后谁还敢见义勇为,0,2020-08-26 14:56 ,negative
284,284,https://weibo.cn//u/6484022347,不想说话的伏先生,男,四川,9,24,1,艹,0,2020-08-26 14:56 ,negative
285,285,https://weibo.cn//u/2712819353,jameswang82,男,上海,1368,923,245,回复@东方今报:这警察收黑钱已经无法无天了,24,2020-08-26 14:56 ,negative
286,286,https://weibo.cn//sunsmith,stock股市驱魔人,男,北京,6298,110,1403,还需要靠媒体才能平反 真是不作为,0,2020-08-26 14:56 ,negative
287,287,https://weibo.cn//u/5614152814,一只-腻腻,女,浙江,3086,2011,4712,我真是恶心吐了，人家还这么年轻，就因为见义勇为断送一生，气死我了，这都是要留档案的，上学工作都有影响，这要人以后怎么生活？？？猥亵那个不仅变态，心还不是肉长的吧，本来就是自己犯了错，讹钱就算了，还非得断送人家一生,0,2020-08-26 14:56 ,negative
