,Unnamed: 0,评论者主页,评论者昵称,评论者性别,评论者所在地,评论者微博数,评论者关注数,评论者粉丝数,评论内容,评论获赞数,评论发布时间,senta_sentiments
141,141,https://weibo.cn//u/5218974455,盖盖小瓦__,女,湖南,9,140,87,回复@发光未来:之前我朋友开电动车  一个老太太直接跑过来躺地上碰瓷，监控都清楚拍到了 也去医院检查过没事，交警直接要求我朋友赔4000元精神损失费  这就是永州公安,0,2020-08-26 10:14 ,negative
142,142,https://weibo.cn//u/6938377209,庙口街最靓的仔,男,其他,4,86,3,遇到任何犯罪情况发生远观就好！如果犯罪分子伤害你或者家人，也一定要积极配合对方完成犯罪，并且列队护送对方平安离开,0,2020-08-26 10:12 ,positive
143,143,https://weibo.cn//u/1946804653,倩爷斯基,女,湖南,606,266,326,司法公正居然要靠舆论左右！想象一下在我们不知道的角落是否还有更多类似的事件，又有多少能曝光出来？,2,2020-08-26 10:10 ,negative
144,144,https://weibo.cn//yuanbao916,也经常偶尔,女,海外,5236,635,283,其实不得不直面一个问题，包括市级以上公安系统总体来说学历不高，因为专业性要求比较强，没那么多人来纳入系统，所以专科大专的人数占了很大比例（以前不表态，现在拿不到本科真的说不过去），导致公安系统素质并不算高，加上赋予他们的权利较大，监管缺失，还有很多很多没有暴露出来的问题,1,2020-08-26 10:09 ,negative
145,145,https://weibo.cn//u/2931363115,有D有O的豆,女,其他,52,52,152,以前没钱不敢扶老人 现在没钱见义勇为也不行了 大家都努力挣钱吧 有钱才可以“为所欲为”,0,2020-08-26 10:08 ,negative
146,146,https://weibo.cn//u/5680904889,太阳花和狗尾草,女,山东,407,67,43,所以在路上有人呼救其他人袖手旁观这个现象不应该遭到谴责，这是你们所鼓励想看到的。,0,2020-08-26 10:08 ,positive
147,147,https://weibo.cn//u/6383050403,我就随便KanKan,男,河北,2,17,3,我刚坚决拥护完 派出所作为国家暴力机关的执法公正性 权威性 你就撤销拘留 让我底层人名拥护的口号喊的好尴尬呀,0,2020-08-26 10:08 ,negative
148,148,https://weibo.cn//u/5897933217,怎么把微博注销,女,海外,1,38,24,回复@发光未来:不不不是直接,0,2020-08-26 10:08 ,negative
149,149,https://weibo.cn//been725,镜像人生丶,男,湖南,93,172,69,社会 啊,0,2020-08-26 10:07 ,negative
150,150,https://weibo.cn//u/5639942053,Russwestismyhero,女,其他,3156,2017,174,//,0,2020-08-26 10:07 ,positive
151,151,https://weibo.cn//u/6523088214,花小瑜你真可爱,女,其他,24,7,2,回复@Dearest_兔打打:失信名单可以公布，违法犯罪的反倒不公布！,0,2020-08-26 10:06 ,negative
152,152,https://weibo.cn//u/3883754552,jiong0527,女,浙江,3307,1391,1828,以后谁还来见义勇为？？？,0,2020-08-26 10:06 ,negative
153,153,https://weibo.cn//u/5484925317,张是美的唉,女,山东,636,1412,292,难道以后有事要找微博啦？,0,2020-08-26 10:06 ,negative
154,154,https://weibo.cn//u/7490930123,宠嘉的迷哥,男,辽宁,0,8,1,回复@差不多是个废媛了_:你姓赵嘛 你有大G嘛,0,2020-08-26 10:05 ,negative
155,155,https://weibo.cn//u/5864849993,原来是莴莴呀,男,浙江,0,491,34,反正以后好人好事我是绝对不会做的了。怕了。,0,2020-08-26 10:05 ,negative
156,156,https://weibo.cn//u/3054037694,斯威特瑟兰德,男,广东,192,91,154,回复@Anaryblog:人不像人鬼不像鬼,0,2020-08-26 10:05 ,negative
157,157,https://weibo.cn//u/5625744300,Shou-乐乐的珺,女,湖北,64,243,75,回复@SABINIR:未成年保护法是保护罪犯的 你不知道？,0,2020-08-26 10:05 ,negative
158,158,https://weibo.cn//u/6374799332,北执637479,女,广西,3,6,2,上联：强奸犯人没啥事 下联：见义勇为被刑拘,0,2020-08-26 10:05 ,negative
159,159,https://weibo.cn//u/5718490628,我老公阮南烛,女,云南,294,104,79,回复@一名高贵的路人路过:别特么张嘴闭嘴小粉红，那些明明是和罪犯共情的人潜在的犯罪分子,0,2020-08-26 10:04 ,negative
160,160,https://weibo.cn//u/2260722023,_李豆绿,女,其他,8,201,923,没天理了,0,2020-08-26 10:04 ,negative
161,161,https://weibo.cn//u/1608027380,找幸福-在路上,男,湖北,204,45,45,中国的司法，就是被这样的基层执法单位玩儿坏的！,0,2020-08-26 10:03 ,negative
162,162,https://weibo.cn//u/5848758590,lzhjqc,男,四川,55,22,10,自己人需要了就有，不是自己人当然不提了！归根结底就是屁股决定脑袋，屁股在那边,0,2020-08-26 10:03 ,negative
163,163,https://weibo.cn//u/6001882882,苦瓜的海角,女,贵州,4,97,1,那那个猥琐男就什么错都没有吗，就因为他受伤了，就不用追究其责任吗,0,2020-08-26 10:03 ,negative
164,164,https://weibo.cn//u/6157685381,刹那N落辉,男,浙江,6871,257,256,回复@东方今报:我现在就去揍这憨批 谁拦我我就躺下,0,2020-08-26 10:02 ,negative
165,165,https://weibo.cn//u/5256876426,小王的大猪蹄子,男,广东,17,18,7,丰顺站工作人员抢夺乘客手机，该站铁路警察不作为乱作为。这是利用公权力对公民个人权利的侵犯！8月10日该站工作人员打电话给我希望道歉了事，我不同意要求依法处理，该站工作人员表示要开会讨论看怎么解决，今天已经是8月26日了，还没给我一个说法，可以见得该站工作人员态度敷衍，工作责任心缺失！,1,2020-08-26 10:02 ,negative
166,166,https://weibo.cn//u/6157685381,刹那N落辉,男,浙江,6871,257,256,回复@东方今报:我现在就去揍这憨批 谁拦我我就躺下咯,0,2020-08-26 10:02 ,negative
167,167,https://weibo.cn//u/6014537007,大城儿小妮儿,女,福建,231,98,32,别等了，早就死了,2,2020-08-26 10:01 ,negative
168,168,https://weibo.cn//u/6701401891,甜系蜜桃派_,女,其他,1319,554,2719,17歲的少年好勇敢！他才不該被拘留,1,2020-08-26 09:56 ,positive
169,169,https://weibo.cn//u/6453620025,土木三班陈同学正牌老婆,女,其他,150,573,110,回复@PPPPPost:果然中国式教育符合中国的司法环境,1,2020-08-26 09:55 ,positive
170,170,https://weibo.cn//u/6453620025,土木三班陈同学正牌老婆,女,其他,150,573,110,感谢伟大的法律以及司法系统让我们再次感受到活久见,1,2020-08-26 09:54 ,positive
171,171,https://weibo.cn//u/1812402584,黄桃子女侠,女,湖南,575,240,385,你这句绝了,0,2020-08-26 09:53 ,positive
172,172,https://weibo.cn//u/3975583462,小歪学走路,男,河南,71,81,94,我妈从小就教育我要当官，现在我懂了。,0,2020-08-26 09:52 ,positive
173,173,https://weibo.cn//u/5249453951,Mascot丶,女,上海,4056,1111,124,回复@喵咪模拟器:太搞笑了,0,2020-08-26 09:46 ,negative
174,174,https://weibo.cn//u/6176697783,亦诗亦歌亦远方,男,黑龙江,97,122,69,回复@阿萌夹起尾巴:这也是我所希望看到的结果，谢谢,0,2020-08-26 09:46 ,positive
175,175,https://weibo.cn//u/1831363890,你居然连我微博都不知道,女,上海,2331,299,399,什么东西啊？？？恶臭吧,0,2020-08-26 09:46 ,negative
176,176,https://weibo.cn//u/6977485301,想变更美的栀子,男,其他,65,109,248,好恶心的警方，鼓励犯罪吗,1,2020-08-26 09:46 ,negative
177,177,https://weibo.cn//u/5842170841,无敌少女王小毛,女,海外,273,367,88,@我们的征途是星辰大海_Hit,0,2020-08-26 09:44 ,positive
178,178,https://weibo.cn//u/5714463066,图雪南拉,男,其他,619,358,61,一定会关注！！！希望翻案！,0,2020-08-26 09:44 ,positive
179,179,https://weibo.cn//u/5040771559,Good6ye,女,北京,690,182,183,呵呵，所以那个男生就是只看着那个变态猥琐男跑掉，不该去追他是吗？就算打他也只是为了不让他逃掉啊,1,2020-08-26 09:43 ,negative
180,180,https://weibo.cn//muhuantao07380,RoomShampoo,男,广东,4,86,2,搜不到?可以这样操作?的嘛,0,2020-08-26 09:42 ,negative
181,181,https://weibo.cn//u/7270956735,雪糕拌饭08110,男,其他,7,43,1,赵宇案啊,0,2020-08-26 09:42 ,positive
182,182,https://weibo.cn//u/7008251003,糖榆下厘州,女,上海,1015,299,146,回复@fille_en_feu07:之前看到过有个也是热搜，那个男的踢女孩的头持续好久，好像还有很响的声 。。。然后轻伤。。。,0,2020-08-26 09:42 ,negative
183,183,https://weibo.cn//u/6034015508,小儿麻痹晚期,男,其他,38,268,114,回复@三笙半落逝水流年:而且我可以毫不客气的说，刑事拘留没问题，微博里绝大多数人根本不了解司法程序。刑事拘留仅仅是案件侦办阶段为了防止嫌疑人出逃的的一个强制措施。根本不是定性，定论！只能说明被执行人只是被调查对象，仅此而已！最新消息已经撤销了，那是因为案情简单。但如果要打擦边球，要较真的话，刑拘就没错！,0,2020-08-26 09:42 ,negative
184,184,https://weibo.cn//u/2168413631,阿萌夹起尾巴,女,辽宁,2002,491,165,回复@亦诗亦歌亦远方:重审啦！雷流氓被居留卡！开心😊 😊 😊,0,2020-08-26 09:40 ,positive
185,185,https://weibo.cn//terry1992,五号恐龙,女,重庆,208,913,819,回复@东方今报:可是是他先猥亵的啊,0,2020-08-26 09:38 ,negative
186,186,https://weibo.cn//u/7293033279,ksgoh32697,男,其他,21,24,3,厉害🌶️ nideguo,0,2020-08-26 09:37 ,positive
187,187,https://weibo.cn//u/5664514753,德艺双馨的稀有的缓缓翱翔的鸵鸟,男,山东,356,61,3044,回复@茶啊二花:故意把人拌倒，他能不知道人摔倒受伤？这个少年该判,0,2020-08-26 09:35 ,negative
188,188,https://weibo.cn//u/6034015508,小儿麻痹晚期,男,其他,38,268,114,回复@三笙半落逝水流年:我从头到尾没有支持过刑拘，我从头到尾反驳的是国家鼓励犯罪这句话。你说警察执法不正确等等我不反对，所以我当然不会反驳。实事求是就是我做人的立场，对就是对，错就是错！,0,2020-08-26 09:34 ,negative
189,189,https://weibo.cn//u/2204399403,布布i步步,男,其他,1782,99,238,未成年人保护法呢？是只保护犯罪的未成年吗？,1,2020-08-26 09:33 ,negative
190,190,https://weibo.cn//u/3762241385,燃烧的瞿塘峡,男,湖北,13,16,44,这个词条都搜不到了 办案不见积极 撤词条倒是很迅速,0,2020-08-26 09:32 ,negative
191,191,https://weibo.cn//u/7483496053,我站在桥边,女,四川,0,3,2,说不定是 雷啥太猥琐，把她老婆恶心到了，被家暴的,0,2020-08-26 09:31 ,negative
192,192,https://weibo.cn//u/6034015508,小儿麻痹晚期,男,其他,38,268,114,回复@三笙半落逝水流年:我很反感楼主这种情绪化的，不客观的言论。做人上讲，丧失了基本的公正客观的行为准则。对事上，于事无补！没有完美的制度，美国入户就可以开枪自卫，那是鼓励枪击案吗？？。,0,2020-08-26 09:30 ,negative
193,193,https://weibo.cn//u/5848758590,lzhjqc,男,四川,55,22,10,普通人没有，难道需要改朝换代了吗,0,2020-08-26 09:26 ,negative
194,194,https://weibo.cn//u/2277386417,阿川与山,男,其他,30,150,4026,回复@Outsiders_IM:我觉得这是情侣，保护情侣和见义勇为不一样，感觉博主在带节奏。。,1,2020-08-26 09:26 ,negative
195,195,https://weibo.cn//u/2277386417,阿川与山,男,其他,30,150,4026,回复@GRMHXIKUB:文字看了让人气氛，但是看了视频，这明显是一对情侣。感同身受的讲，男的动手可以理解，把人打坏了，警方也没啥毛病。但媒体把这个渲染成“见义勇为，被民警拘留“ ，这就太跑偏了。。。,1,2020-08-26 09:25 ,negative
196,196,https://weibo.cn//u/6034015508,小儿麻痹晚期,男,其他,38,268,114,回复@三笙半落逝水流年:懂汉语吗？？鼓励是什么意思？鼓励是主观上支持！！国家立法是主观上支持犯罪？你这是实事求是的态度？？确定无疑的是没有任何一个国家估计犯罪！法律上有漏洞，那是客观造成的事情！而且这种不可预测的事情全世界哪里没有？哪个国家法律完美？你告诉我？有事就解决，楼主这种话难道不是相当扯淡吗？,0,2020-08-26 09:24 ,negative
197,197,https://weibo.cn//u/2443957071,-赤桂,女,北京,715,284,69,还不见得这伤就是男孩直接导致的吧,0,2020-08-26 09:23 ,negative
198,198,https://weibo.cn//u/2150123891,夏日和风-,男,北京,97,490,654,正义何在？,0,2020-08-26 09:18 ,negative
199,199,https://weibo.cn//u/3762241385,燃烧的瞿塘峡,男,湖北,13,16,44,警方胡乱判案就没有追责吗？仅仅一个撤销刑事拘留？当事警方也就心安理得了？,0,2020-08-26 09:18 ,negative
200,200,https://weibo.cn//u/2106877373,瘦到94斤呀,女,其他,7206,393,2288,一丘之貉 扫黑除恶先摸排一下政要机关？,0,2020-08-26 09:16 ,negative
201,201,https://weibo.cn//u/6034015508,小儿麻痹晚期,男,其他,38,268,114,回复@就看看马上下线:你懂汉语吗？？楼主的原话是“国家鼓励犯罪”！我就是在反驳这句话！！,0,2020-08-26 09:14 ,negative
202,202,https://weibo.cn//u/2289250335,惠子惠惠子,女,湖南,455,316,243,回复@salo嗨翻天:好像您北方没有冤案一样,0,2020-08-26 09:13 ,negative
203,203,https://weibo.cn//u/2289250335,惠子惠惠子,女,湖南,455,316,243,回复@salo嗨翻天:拿着旧案子在那里没完没了 您不会进步是吧？社会和你一样倒退？,0,2020-08-26 09:12 ,negative
204,204,https://weibo.cn//u/5677444622,想喝芋泥啵啵啵奶茶,女,湖南,94,188,653,哇翘本地的,0,2020-08-26 09:11 ,positive
205,205,https://weibo.cn//u/2289250335,惠子惠惠子,女,湖南,455,316,243,回复@salo嗨翻天:那您快去中央改一下法律法规,0,2020-08-26 09:10 ,negative
206,206,https://weibo.cn//u/6517665950,一颗松子_LL,女,广西,336,242,92,回复@木三如我:而且爷说了是一辈子吗？爷的爸妈就你太爷爷太奶奶心疼我怕我出事所以不让我出门很难理解吗？孤儿,0,2020-08-26 09:09 ,negative
207,207,https://weibo.cn//u/3309945705,灰土豆儿,女,四川,466,95,256,坏人打死都不为过，如果男同学要承担责任，以后不会有人见义勇为了,0,2020-08-26 09:08 ,negative
208,208,https://weibo.cn//u/5455491718,海南甜豆的黑椒牛柳,女,山东,771,175,55,回复@·芝士舒芙蕾·:,0,2020-08-26 09:07 ,positive
209,209,https://weibo.cn//u/5501639486,ShiSWeeTo,女,云南,202,200,123,法律保护犯罪者系列？？？？这时候咋不未成年人保护法了啊？,0,2020-08-26 09:05 ,negative
210,210,https://weibo.cn//u/5034820358,您是狗吗,女,其他,1533,389,321,回复@可爱不如劳资:看到这个了，真的特别膈应，就很操,0,2020-08-26 09:03 ,negative
211,211,https://weibo.cn//u/6271110104,匹诺pink,男,上海,679,679,64,曝光嫌疑犯,0,2020-08-26 09:03 ,negative
212,212,https://weibo.cn//u/6317281683,车博会,男,广东,10266,210,1702558,见义勇为成了负面的感觉,0,2020-08-26 09:02 ,negative
213,213,https://weibo.cn//u/2620014542,峰九5,男,其他,51,69,64,吔屎啦，死傻嗨,0,2020-08-26 09:01 ,negative
214,214,https://weibo.cn//u/6882943582,逸乖乖不能暴躁哦,女,山东,1505,409,27,建议通过12389举报,0,2020-08-26 08:59 ,negative
215,215,https://weibo.cn//weixun7,治疗宝珠,女,四川,307,272,413,法条是冰冷的，但我们的法治应该是存有温度的。如果我们今天不为保护未成年的站出来，那以后谁为受到侵害的女孩伸出援手。,0,2020-08-26 08:59 ,positive
216,216,https://weibo.cn//u/1735909994,灯小ba霸_100,男,四川,348,403,58,@不二的任意门,0,2020-08-26 08:56 ,positive
217,217,https://weibo.cn//u/7468231667,zjmo2020,男,新疆,4,112,39,回复@一锅煮咸鱼:1.这两人之间未调解成，是男女之间调解成功。2.是治疗康复期了，受伤结果已肯定在轻伤以上，应该追究刑事责任，此时警方一般会采取刑拘措施。,0,2020-08-26 08:56 ,negative
218,218,https://weibo.cn//u/5492396788,salo嗨翻天,男,北京,165,241,19,回复@惠子惠惠子:哦，看了下，永州司法系统一直黑白不分（唐慧案），制造冤案。远离永州保平安。,0,2020-08-26 08:56 ,negative
219,219,https://weibo.cn//u/5488919074,lzct1700,男,海外,2,26,1,要是努尔特猥亵许可馨并逃跑，看看到底是拦他的被刑拘还是努尔特被刑拘！,0,2020-08-26 08:55 ,negative
220,220,https://weibo.cn//u/2646756044,________________水草肃Oo,女,浙江,18875,1752,515,回复@Anaryblog:建议调查,0,2020-08-26 08:54 ,negative
221,221,https://weibo.cn//u/5891206716,小小小小小姐姐11,男,云南,64,76,215,这就是现在很多人都不喜欢多管闲事的原因了吧  多一事不如少一事  找麻烦事谁都不愿意,0,2020-08-26 08:53 ,negative
222,222,https://weibo.cn//u/5712015716,孙也行扫一地猫毛,男,上海,363,630,1118,最后结果还没出来，正在受理中，为什么评论区人均智熄啊,0,2020-08-26 08:53 ,negative
223,223,https://weibo.cn//u/5492396788,salo嗨翻天,男,北京,165,241,19,回复@惠子惠惠子:哟哟哟，司法系统的人出来答疑了哦？问下龙哥死了冤不冤？比划比划而已，下手那么重，把人弄死了。,0,2020-08-26 08:52 ,negative
224,224,https://weibo.cn//u/5492396788,salo嗨翻天,男,北京,165,241,19,回复@froyo_h:嗯。电动车被盗，看见贼也特么不追，怕他跑死、摔死、渴死……目送他远去，再大声说拜拜。 报警一下得了，再买新的嘛，拉动内需了！,0,2020-08-26 08:51 ,negative
225,225,https://weibo.cn//shaomeidetaiyang,烧煤的太阳,男,北京,2905,718,671,应该查查有没有黑恶势力保护伞，有没有腐败，有没有懒政,0,2020-08-26 08:51 ,negative
226,226,https://weibo.cn//u/2711641283,Wuli熊熊阿,女,湖北,4,153,2860,回复@嘉螃友:因为公众场合 女孩子有可能都不敢吱声 一是怕丢脸二是喊了可能也没用三万一激怒伤害你呢……反正我个人感受是这样 不知道其他女生是不是这样,0,2020-08-26 08:48 ,negative
227,227,https://weibo.cn//u/5242733026,可爱不如劳资,女,河北,166,220,37, 挺恶心的,0,2020-08-26 08:45 ,negative
228,228,https://weibo.cn//u/5976968646,今天也超喜欢小徐,女,江苏,639,672,674, ,0,2020-08-26 08:45 ,positive
229,229,https://weibo.cn//u/2685298671,禾-耑,男,北京,902,337,197,国歌还能唱吗,0,2020-08-26 08:44 ,negative
230,230,https://weibo.cn//u/3190136990,laozihenmang,男,山东,1864,2946,2179,这些公安真是垃圾！,0,2020-08-26 08:44 ,negative
231,231,https://weibo.cn//xjtzt,庄叔叔叔叔叔,男,福建,179,209,148,见义勇为搭20万的新闻和见义勇为送个小红旗新闻？感觉20万更重要吧＼（〇_ｏ）／,1,2020-08-26 08:41 ,negative
232,232,https://weibo.cn//u/5608439959,农夫山泉酷酷的,男,黑龙江,438,213,190,回复@关冰大宝贝:气死我了,0,2020-08-26 08:37 ,negative
233,233,https://weibo.cn//u/2685298671,禾-耑,男,北京,902,337,197,回复@修炼Dancestep:网络不是法外之地,0,2020-08-26 08:36 ,negative
234,234,https://weibo.cn//u/5605438583,王娅玲A,男,台湾,961,37,38,越来越牛逼了,0,2020-08-26 08:30 ,positive
235,235,https://weibo.cn//u/5526962737,一只想成为锦鲤的猫,女,山东,1034,659,197,呃……,0,2020-08-26 08:29 ,negative
236,236,https://weibo.cn//u/2289250335,惠子惠惠子,女,湖南,455,316,243,回复@salo嗨翻天:你不是司法系统的 你才觉得不公平,0,2020-08-26 08:29 ,negative
237,237,https://weibo.cn//u/7383055999,一日二月三卿,男,其他,1,58,2,大人们，如果不知道国民对猥亵，强奸一类的犯罪行为持什么态度的，下次立法，修法，记得国网公开投票，你就知道国民是多想要他们死！别他妈那些公粮不做事！,0,2020-08-26 08:29 ,negative
238,238,https://weibo.cn//u/6152277038,麦子起泡,女,其他,465,370,69,这话题都被封了就尼玛搞笑,0,2020-08-26 08:28 ,negative
239,239,https://weibo.cn//u/2289250335,惠子惠惠子,女,湖南,455,316,243,回复@salo嗨翻天:喜事儿,0,2020-08-26 08:28 ,positive
240,240,https://weibo.cn//u/6152277038,麦子起泡,女,其他,465,370,69,好人没好报呗，敢见义勇为就抓你，看谁以后还敢见义勇为,0,2020-08-26 08:27 ,negative
241,241,https://weibo.cn//zzjzzj911,古美睦月ZZ君,男,江苏,3249,921,917,回复@古美睦月ZZ君:二问冷水滩分局:我在公交车上发现有人猥亵女士，我进行制止，坏分子趁乱要下车逃跑，我一把揪住，在制服坏分子中，坏分子受伤，我是故意伤害？？？？,0,2020-08-26 08:27 ,negative
242,242,https://weibo.cn//zzjzzj911,古美睦月ZZ君,男,江苏,3249,921,917,一问冷水滩分局:我在路上看到警察在或者路上追抓小偷，我伸一脚把小偷绊倒了，小偷腿摔伤了，我是故意伤害？？？？,1,2020-08-26 08:27 ,negative
243,243,https://weibo.cn//u/2004827557,夏韡2011,男,北京,1,33,127,这个冷水滩分局好像好几次上过热搜了,0,2020-08-26 08:27 ,positive
244,244,https://weibo.cn//u/2289250335,惠子惠惠子,女,湖南,455,316,243,回复@salo嗨翻天:您不就是红白的代表吗,0,2020-08-26 08:26 ,positive
245,245,https://weibo.cn//u/3592386550,Exist白河,男,四川,1687,1765,605,回复@土部积尘:已经在和谐了,0,2020-08-26 08:24 ,negative
246,246,https://weibo.cn//evilmaoxu,Neko-real,女,辽宁,9168,512,694,疯了吧,0,2020-08-26 08:22 ,negative
247,247,https://weibo.cn//u/2681663577,姜姜姜姜水浒梁山,女,重庆,2005,335,333,回复@东方今报:吐了吐了草啊,0,2020-08-26 08:22 ,negative
248,248,https://weibo.cn//u/6762256345,爆浆牛奶泡芙,女,其他,5,137,22,回复@晴天从云朵上掉下来撞个热脸:就这种b就该给他几把来一刀,0,2020-08-26 08:21 ,negative
249,249,https://weibo.cn//u/6306308886,小班长一枚,女,湖南,281,344,48,回复@棒棒冰今天早睡了吗:我看到了,0,2020-08-26 08:19 ,positive
250,250,https://weibo.cn//u/6466489610,郑云绒-DR,男,其他,4848,111,63,大 局 意 识,0,2020-08-26 08:17 ,positive
251,251,https://weibo.cn//u/5292399966,轻风之语fl,男,湖北,78,68,91,回复@liacier:肯定不会去出警,0,2020-08-26 08:15 ,negative
252,252,https://weibo.cn//u/2624977072,他乡奇遇记,男,广东,272,38,43,回复@东方今报:这个世界，对好人太严格，对坏人太宽松,0,2020-08-26 08:15 ,negative
253,253,https://weibo.cn//u/2277440050,亮亮亮亮_包包包,男,陕西,2512,1029,518,回复@污大白2017:不是一直如此么？谁告诉你法律是保护老百姓的？,1,2020-08-26 08:14 ,negative
254,254,https://weibo.cn//u/2103253377,聪葱匆冲充,男,广东,1551,317,454,回复@东方今报:防止别人逃跑而犯罪人受到的伤害居然还要见义勇为者承担？心寒到发紫？这就是现在社会的法治精神？我想现在那个猥琐男在医院里偷笑吧，还说陪20万？？？那里有这种事，我也去猥琐一下,0,2020-08-26 08:14 ,negative
255,255,https://weibo.cn//u/2841718020,阿楠斯基乔既嘎,女,四川,471,340,203,回复@喵咪模拟器:我寻思家暴被打的可比这惨多了吧,1,2020-08-26 08:13 ,negative
256,256,https://weibo.cn//u/2841718020,阿楠斯基乔既嘎,女,四川,471,340,203,回复@梭罗的邻居:虽然司法解释的通，但我还是不会帮他说话的，这样不是明摆着让人以后不要多管闲事吗？女生本来处境就不好，现在再这样搞是打算让我们各个化身花木兰,1,2020-08-26 08:11 ,negative
257,257,https://weibo.cn//u/5739141819,黑虎大大大人,男,北京,1349,503,258,永州警方自取其辱啊，就是这样的和稀泥行为，反致和谐社会世风日下。,0,2020-08-26 08:09 ,negative
258,258,https://weibo.cn//u/3230068702,禾谷洞小霸王,女,江苏,1161,185,177,好恶心啊,0,2020-08-26 08:07 ,negative
259,259,https://weibo.cn//u/5601440321,与子偕老0921,女,广西,706,91,61,这个猥琐男这样不是碰瓷吗？！他是有关系吧？事发过5、6天后回来讹，还20万！希望能看到事件后面进展,0,2020-08-26 08:00 ,negative
260,260,https://weibo.cn//u/7327903866,蓝泽堂,女,河南,115,306,8,刑拘了以后这男孩政审什么的就过不去了,0,2020-08-26 07:59 ,negative
261,261,https://weibo.cn//u/2852526622,HelloAFei,女,湖南,1307,839,757, 气死 ！！！！！,0,2020-08-26 07:55 ,negative
262,262,https://weibo.cn//u/2654189327,零铃夕夕,女,浙江,1124,429,248,保护罪犯？！,0,2020-08-26 07:51 ,negative
263,263,https://weibo.cn//u/6542869796,小喜的506,女,上海,246,114,50,真敢瞎搞,0,2020-08-26 07:49 ,negative
264,264,https://weibo.cn//u/6591454679,甲鸟甲鸟酱,女,浙江,297,516,50,想必公安亲属被猥亵之后，还要送流氓钱，感谢他猥亵自己亲属喽。从此以后世界上又少了一个见义勇为者 ,0,2020-08-26 07:45 ,negative
265,265,https://weibo.cn//u/3743091821,肖战是宁爹,男,其他,222,245,51,不允许你们尬黑！,0,2020-08-26 07:44 ,negative
266,266,https://weibo.cn//u/5611916830,王小沫丶,男,山东,364,307,42,不明白这件事为什么没上热搜,0,2020-08-26 07:38 ,negative
267,267,https://weibo.cn//u/3782798317,开心的罗罗罗,女,广东,374,606,201,？,0,2020-08-26 07:35 ,negative
268,268,https://weibo.cn//u/6488458605,浮云900,女,河南,591,46,48,受伤又怎样？他是自找的。难道警察在抓捕罪犯时将罪犯制伤，警察也得先受罚吗？这样以后也许“见义勇为”就越来越少了。,0,2020-08-26 07:35 ,negative
269,269,https://weibo.cn//vieux,我就是想知道微博名字最多有多长,女,黑龙江,1982,893,423,回复@予惜yui:永州不是湖南吗？？,0,2020-08-26 07:32 ,positive
270,270,https://weibo.cn//u/5997078346,拾叁OwO,男,西藏,374,643,141,回复 ,0,2020-08-26 07:30 ,positive
271,271,https://weibo.cn//u/5464452079,流星5464452079,男,其他,525,253,144,回复@爱屁仔的牛牛卡:我永州人，永州贪官污吏特别多！！！,0,2020-08-26 07:24 ,negative
272,272,https://weibo.cn//u/7438158886,南德_蔻弼,男,海外,0,15,3,唉,0,2020-08-26 07:23 ,negative
273,273,https://weibo.cn//u/5643021944,蓝吼吼吼,男,河北,106,94,14,年龄大，就该避免法律责任吗？这是在助长犯罪呀,0,2020-08-26 07:20 ,negative
274,274,https://weibo.cn//u/3540501277,·二月樱,女,上海,1909,129,320,为什么不构成正当防卫啊,0,2020-08-26 07:20 ,negative
275,275,https://weibo.cn//u/2019020861,SZ野风,男,广东,3559,301,753,永州公安纵容犯罪？,0,2020-08-26 07:14 ,negative
276,276,https://weibo.cn//u/2327750013,SCZXYSC,男,湖北,1796,906,473,回复@初级仙女:你还是太年轻啊！ 我一直说：只要是说好话，那怕是假的，也是正能量； 而不好的，那怕铁证如山，也是什么带节奏啊，境外势力啊，总之就是负能量,0,2020-08-26 07:12 ,negative
277,277,https://weibo.cn//u/6266139336,橘子橘子橘子呦呦呦,女,其他,59,129,21,回复@冰塞川山10:你是政治老师吧,0,2020-08-26 07:11 ,positive
278,278,https://weibo.cn//u/6266139336,橘子橘子橘子呦呦呦,女,其他,59,129,21,回复@冰塞川山10:最近刚学了唯物史观,0,2020-08-26 07:11 ,positive
279,279,https://weibo.cn//u/2722742537,黑眼圈儿的猫,女,辽宁,523,230,87,永州冷水滩公安分局你们是为了维护犯罪而存在的吧，你们让老百姓对法律，对公职人员失去信任,0,2020-08-26 07:10 ,negative
280,280,https://weibo.cn//u/6588700805,·芝士舒芙蕾·,女,其他,489,412,69, 气死了,0,2020-08-26 07:07 ,negative
281,281,https://weibo.cn//judinana,桑大宝花花酱,女,江苏,2895,1752,684,回复@东方今报:民警就这样，别太高看了,0,2020-08-26 06:56 ,negative
282,282,https://weibo.cn//u/5632988773,Jerry痞孓倪,女,浙江,210,205,85,永州公安太黑了，以后谁还敢见义勇为？,0,2020-08-26 06:55 ,negative
283,283,https://weibo.cn//u/5286204570,小何抱着的兔子,女,广东,1255,203,255,？？？,0,2020-08-26 06:52 ,negative
284,284,https://weibo.cn//u/6520766284,龙龙家的左猫,女,其他,21,140,32,这就是为什么社会上越来越少的人愿意去扶老人，愿意去救人，愿意去帮助陷入困境的女生,1,2020-08-26 06:51 ,negative
285,285,https://weibo.cn//u/6181750703,亚捷捷捷捷_2nd,男,其他,220,98,15,这事就™️ 离谱了。这一脚造成的伤害有点大啊？都够的上轻伤了？？？这么明显的事实原因，都不在考量范围内？？？就硬判？,0,2020-08-26 06:46 ,negative
